Frequency,S11_Real,S11_Imaginary,
2500,0.04173394029,0.2292091313,
202519,0.02668967634,-0.01893426461,
402539,0.02874550984,-0.03153280746,
602559,0.03039822227,-0.03025428151,
802579,0.01683187279,-0.03926472193,
1002598,0.003381137669,-0.04125697818,
1202618,-0.01149503035,-0.03572848109,
1402638,-0.01907735595,-0.02638973634,
1602658,-0.0214812567,-0.01492738196,
1802677,-0.01768526081,-0.003943991438,
2002697,-0.009914141338,0.002016395979,
2202717,-9.966068536e-05,0.002645907609,
2402737,0.008881581812,-0.002619983584,
2602756,0.01258775689,-0.01165573224,
2802776,0.0115535548,-0.02210830469,
3002796,0.004917041394,-0.03088348688,
3202816,-0.005313510326,-0.03561526729,
3402835,-0.016844979,-0.03564533756,
3602855,-0.02648834998,-0.03064279956,
3802875,-0.03266732709,-0.02108204303,
4002895,-0.03457531432,-0.01077880484,
4202914,-0.03068019511,-0.0009686068686,
4402934,-0.02381413919,0.005263830674,
4602954,-0.01511911986,0.006969661145,
4802974,-0.007338700354,0.002535579817,
5002993,-0.00153979164,-0.002482468548,
5203013,-0.002601909153,-0.01060463672,
5403033,-0.006492598205,-0.01722731406,
5603053,-0.01423530231,-0.02091722217,
5803072,-0.02231091714,-0.02049814753,
6003092,-0.02968925883,-0.01542063096,
6203112,-0.03402483247,-0.007524802502,
6403132,-0.03293447789,0.002008588886,
6603151,-0.02909829976,0.01063420185,
6803171,-0.02077520966,0.01594111981,
7003191,-0.0115022243,0.01727523805,
7203211,-0.001713306428,0.01390704817,
7403230,0.003001493844,0.006061085365,
7603250,0.005899818076,-0.002030490421,
7803270,0.003322882537,-0.01210293345,
8003290,-0.002444842088,-0.01827594793,
8203309,-0.01139023833,-0.02133041629,
8403329,-0.01936405728,-0.01937450115,
8603349,-0.02591322086,-0.01432099397,
8803369,-0.02853154243,-0.006398837725,
9003388,-0.02780247474,0.001122044973,
9203408,-0.02299783613,0.007336581735,
9403428,-0.01617806173,0.01028689283,
9603448,-0.008558187978,0.009565589897,
9803467,-0.003422225479,0.003769421707,
10003487,-0.000218760213,-0.001792746688,
10203507,-0.002101330555,-0.009220010904,
10403527,-0.006794063096,-0.01420389834,
10603546,-0.01364207313,-0.01664989893,
10803566,-0.02099561841,-0.01554103977,
11003586,-0.02686082109,-0.0105306193,
11203606,-0.02924253597,-0.003000614915,
11403625,-0.02826992445,0.004572382377,
11603645,-0.02327113451,0.01086899079,
11803665,-0.01634424257,0.01413602415,
12003685,-0.008561953295,0.0137150402,
12203704,-0.002283661101,0.009199729847,
12403724,0.001136364743,0.00265744664,
12603744,0.001861066789,-0.004003074164,
12803764,-0.002789069443,-0.01103574222,
13003783,-0.008986111603,-0.01463007164,
13203803,-0.01602749972,-0.01423630908,
13403823,-0.02204317021,-0.01053012639,
13603843,-0.02552955347,-0.004089476951,
13803862,-0.02529007261,0.003308226797,
14003882,-0.02111796769,0.009626022857,
14203902,-0.0141469856,0.01331717512,
14403922,-0.006278822392,0.01335345486,
14603941,0.000420273168,0.00912730554,
14803961,0.004287489725,0.002653675643,
15003981,0.005467868419,-0.006244820631,
15204001,0.001459805,-0.01414595544,
15404020,-0.005505660694,-0.01910458371,
15604040,-0.01377180602,-0.01994294125,
15804060,-0.02174600983,-0.01688835726,
16004080,-0.02740120489,-0.01104801247,
16204099,-0.02999594973,-0.002776333194,
16404119,-0.02850706509,0.0066517281,
16604139,-0.02224564496,0.0144579426,
16804159,-0.012590037,0.01852133875,
17004178,-0.002042921236,0.01730159582,
17204198,0.006526437335,0.01137291951,
17404218,0.01197166438,0.002110996198,
17604238,0.01246763409,-0.008473803432,
17804257,0.008458204685,-0.01828916065,
18004277,0.0007829192963,-0.02481692195,
18204297,-0.008780397327,-0.02757654931,
18404317,-0.01833146031,-0.02591013784,
18604336,-0.02601734117,-0.0205054478,
18804356,-0.02953692367,-0.01198369064,
19004376,-0.02885378729,-0.003205627823,
19204396,-0.02434756962,0.003421126006,
19404415,-0.01758102655,0.006576835501,
19604435,-0.009773843547,0.005736035126,
19804455,-0.003549790959,-8.130983187e-07,
20004475,-0.0007360057514,-0.006339936286,
20204494,-0.003519541642,-0.01430088779,
20404514,-0.008905857394,-0.02040467496,
20604534,-0.01651449875,-0.02332351737,
20804554,-0.02497185917,-0.02171358052,
21004573,-0.0324029808,-0.01653809132,
21204593,-0.03687556003,-0.008540872733,
21404613,-0.03727478042,0.000671849754,
21604633,-0.03337462696,0.009305693221,
21804652,-0.02590623639,0.01545821678,
22004672,-0.01667509838,0.01744569533,
22204692,-0.00741650967,0.01510622889,
22404712,-0.001361434269,0.008749358942,
22604731,0.001707669477,0.0009726027638,
22804751,0.001455054087,-0.007277376505,
23004771,-0.003581808112,-0.01459157538,
23204791,-0.01027689273,-0.01856964356,
23404810,-0.01761827736,-0.01933101477,
23604830,-0.02454183989,-0.01681054956,
23804850,-0.02905027131,-0.01180051747,
24004870,-0.03102621902,-0.005816462036,
24204889,-0.02998016816,7.950020168e-05,
24404909,-0.0273646725,0.004208656552,
24604929,-0.02357708122,0.006292885107,
24804949,-0.02022212617,0.006475916071,
25004968,-0.01756292407,0.00507116982,
25204988,-0.01690268953,0.002998255363,
25405008,-0.01792937157,0.001447458334,
25605028,-0.01997368711,0.001237323616,
25805047,-0.02200432276,0.002845627696,
26005067,-0.02255796806,0.006029292505,
26205087,-0.02174394467,0.009630529409,
26405107,-0.01854969603,0.01305051973,
26605126,-0.0140772946,0.01475804056,
26805146,-0.008862889814,0.01457624779,
27005166,-0.004082418347,0.01220227908,
27205186,-0.0006476902194,0.007765055372,
27405206,0.0009564826119,0.001802073198,
27605225,0.0001202360116,-0.004072322265,
27805245,-0.005086160821,-0.009140812923,
28005265,-0.01108034877,-0.01080038625,
28205285,-0.01704034848,-0.009326394988,
28405304,-0.02129522253,-0.005128727004,
28605324,-0.02246503707,0.0008639864637,
28805344,-0.02070992285,0.006502410814,
29005364,-0.01623336559,0.01026767643,
29205383,-0.01061520584,0.01169285861,
29405403,-0.00440364697,0.01021031572,
29605423,-0.0002618048056,0.005340058853,
29805443,0.00276956163,-0.0005270448651,
30005462,0.001448380463,-0.009084767364,
30205482,-0.003828281562,-0.01549417693,
30405502,-0.01182857464,-0.01891251829,
30605522,-0.02091516776,-0.01795295032,
30805541,-0.0290525639,-0.0128174471,
31005561,-0.03443294286,-0.003947502042,
31205581,-0.03468945019,0.006553530645,
31405601,-0.03054287378,0.01647779579,
31605620,-0.02165997567,0.02389627553,
31805640,-0.01066557917,0.02685649891,
32005660,0.0009490830664,0.02474199379,
32205680,0.01066881192,0.01746166853,
32405699,0.01592243302,0.006656870947,
32605719,0.01602896956,-0.005303779,
32805739,0.01088745113,-0.01577797364,
33005759,0.001832214346,-0.02294846438,
33205778,-0.00931726662,-0.02502551516,
33405798,-0.01984999311,-0.02181175184,
33605818,-0.02796920856,-0.0147076145,
33805838,-0.03171949221,-0.004577387324,
34005857,-0.03011564071,0.006001290523,
34205877,-0.02373645455,0.01468237493,
34405897,-0.01475991427,0.01945959911,
34605917,-0.00442848471,0.019621454,
