Frequency,S11_Real,S11_Imaginary,
2500,0.1425545109,-0.3251197055,
202519,0.4734359662,-0.8947933914,
402539,-0.5639285909,-0.7623917095,
602559,-0.7739995956,0.2008585394,
802579,-0.1270018455,0.7350816941,
1002598,0.6023924671,0.4142735176,
1202618,0.6424346224,-0.3687586938,
1402638,-0.03080187077,-0.7315933889,
1602658,-0.6312496186,-0.3258352619,
1802677,-0.5831481753,0.3624429216,
2002697,0.008394269383,0.6768844135,
2202717,0.594644157,0.3406451214,
2402737,0.6043976664,-0.3468388982,
2602756,0.002365811305,-0.6870308425,
2802776,-0.5695672191,-0.3217788447,
3002796,-0.5014387101,0.3329180159,
3202816,0.0945865845,0.5539686609,
3402835,0.5376368886,0.113135573,
3602855,0.3275192536,-0.4530370249,
3802875,-0.2450586529,-0.5074036943,
4002895,-0.5528059772,-0.05436683818,
4202914,-0.3255129151,0.4301242558,
4402934,0.2058846343,0.4882579614,
4602954,0.5316745978,0.05313809962,
4802974,0.309382784,-0.448674887,
5002993,-0.2261616954,-0.4992980419,
5203013,-0.5290475559,-0.06977872515,
5403033,-0.3117346266,0.3960460992,
5603053,0.1958808652,0.432960922,
5803072,0.463595714,0.0006178225776,
6003092,0.2002829255,-0.4263367575,
6203112,-0.2850479602,-0.3860715286,
6403132,-0.4734255143,0.04682554276,
6603151,-0.196145488,0.4191331562,
6803171,0.2649139304,0.3612211188,
7003191,0.4369535329,-0.07069560809,
7203211,0.1390641181,-0.4210790736,
7403230,-0.2983243471,-0.3230276068,
7603250,-0.4115247409,0.09699052593,
7803270,-0.100582053,0.3876326117,
8003290,0.2991796438,0.2536473059,
8203309,0.3711627428,-0.1600316307,
8403329,0.04963470932,-0.4241544776,
8603349,-0.3363411267,-0.2852710394,
8803369,-0.4211483098,0.1126601899,
9003388,-0.1292253261,0.395657001,
9203408,0.2672487388,0.2904970919,
9403428,0.3675122315,-0.1098087388,
9603448,0.0627307685,-0.377676147,
9803467,-0.3014619143,-0.2291799141,
10003487,-0.3276862635,0.1498631291,
10203507,-0.007266960953,0.336636868,
10403527,0.2995799159,0.1349199034,
10603546,0.26080229,-0.2274619951,
10803566,-0.07299374528,-0.3653031635,
11003586,-0.3561017387,-0.1501493542,
11203606,-0.3231890573,0.2009660949,
11403625,-0.006921815072,0.3595710941,
11603645,0.2942987731,0.168948526,
11803665,0.2780221918,-0.1873475089,
12003685,-0.03849127203,-0.3408324829,
12203704,-0.3161916103,-0.1395476673,
12403724,-0.2721857585,0.1923330831,
12603744,0.03817199198,0.3083410745,
12803764,0.285229024,0.08856693548,
13003783,0.2048777878,-0.2319284384,
13203803,-0.1120350093,-0.3112030204,
13403823,-0.3327090507,-0.07844232933,
13603843,-0.2444648935,0.2250415652,
13803862,0.06016106832,0.3012310116,
14003882,0.2736255412,0.07192939548,
14203902,0.1706619845,-0.2201429817,
14403922,-0.1301223932,-0.2612311375,
14603941,-0.3025152799,-0.0193247443,
14803961,-0.1760923589,0.2451470376,
15003981,0.115747615,0.2682402365,
15204001,0.2854355485,0.02681565959,
15404020,0.1621181915,-0.2440440075,
15604040,-0.1321617754,-0.2744597067,
15804060,-0.3063174965,-0.0396746036,
16004080,-0.1943196932,0.2258799809,
16204099,0.08899468158,0.2589029802,
16404119,0.2506278023,0.02825629378,
16604139,0.1189867795,-0.2155154176,
16804159,-0.1512313849,-0.2048373406,
17004178,-0.2595233762,0.03628656711,
17204198,-0.09919066507,0.2424393919,
17404218,0.1594637105,0.2029303745,
17604238,0.2558610851,-0.04226900475,
17804257,0.09271257371,-0.2505744249,
18004277,-0.1684297354,-0.2166856888,
18204297,-0.2721701765,0.02236603864,
18404317,-0.1212414039,0.2314697742,
18604336,0.1339655768,0.2061543482,
18804356,0.2366189745,-0.02743785584,
19004376,0.08191980188,-0.2262747372,
19204396,-0.1622103564,-0.1842598214,
19404415,-0.2392656115,0.04664904201,
19604435,-0.07387873343,0.2225805372,
19804455,0.1591070931,0.1620889739,
20004475,0.2190082538,-0.07133020279,
20204494,0.04478979369,-0.2362149325,
20404514,-0.1813556295,-0.1647699685,
20604534,-0.2281613866,0.06307469766,
20804554,-0.05408828997,0.2135973918,
21004573,0.1591597997,0.1327013742,
21204593,0.1889039691,-0.09189724082,
21404613,0.007220393707,-0.2240427965,
21604633,-0.1950470267,-0.1301870068,
21804652,-0.2146488651,0.0909243849,
22004672,-0.0334169799,0.2199554737,
22204692,0.1715220515,0.1292733006,
22404712,0.1971130547,-0.09359482487,
22604731,0.01861035729,-0.2264300283,
22804751,-0.1813494156,-0.1383630416,
23004771,-0.2002418509,0.07459322369,
23204791,-0.02450580082,0.1880038954,
23404810,0.1527764019,0.08337004678,
23604830,0.1373235736,-0.1185883852,
23804850,-0.04798422076,-0.1951489521,
24004870,-0.2014201519,-0.06762785187,
24204889,-0.1650402208,0.1285316088,
24404909,0.02435167772,0.1963687046,
24604929,0.1807498611,0.06648181398,
24804949,0.1498508766,-0.1348812838,
25004968,-0.04036994266,-0.2121795385,
25204988,-0.2002166899,-0.09081936776,
25405008,-0.1791893362,0.1056615955,
25605028,-0.001410014164,0.1858642119,
25805047,0.1534794003,0.07157082883,
26005067,0.1262493777,-0.1164683097,
26205087,-0.04998489767,-0.1780396769,
26405107,-0.1841553697,-0.05195578517,
26605126,-0.1355759158,0.1245082519,
26805146,0.04423572117,0.1653793365,
27005166,0.1667598943,0.02612357799,
27205186,0.1047073819,-0.1484553531,
27405206,-0.07575622449,-0.1808425797,
27605225,-0.1918187914,-0.04277909095,
27805245,-0.1306614689,0.1233537613,
28005265,0.04248173993,0.1501863908,
28205285,0.1475937062,0.01125074121,
28405304,0.07545832772,-0.1472490078,
28605324,-0.098083141,-0.1617998537,
28805344,-0.199470254,-0.01910308561,
29005364,-0.1300596764,0.142133296,
29205383,0.04401903591,0.1676863312,
29405403,0.1547757601,0.03165542947,
29605423,0.09253399651,-0.1284192591,
29805443,-0.07280287034,-0.1502240445,
30005462,-0.1660164458,-0.01851620388,
30205482,-0.09263628941,0.1209938488,
30405502,0.06353966386,0.1167598103,
30605522,0.1293424242,-0.0256599283,
30805541,0.03096324209,-0.1506639002,
31005561,-0.1282542122,-0.1265234153,
31205581,-0.187643786,0.02475231428,
31405601,-0.09234618303,0.1566594014,
31605620,0.06996588643,0.1464765107,
31805640,0.1443556624,0.004364617847,
32005660,0.06004313326,-0.1273460575,
32205680,-0.09115717482,-0.1148590318,
32405699,-0.148078723,0.02188521326,
32605719,-0.05214809118,0.1341909337,
32805739,0.09323519778,0.1007222155,
33005759,0.1333084585,-0.04497022606,
33205778,0.02543767877,-0.1522275892,
33405798,-0.1213503201,-0.1132731991,
33605818,-0.1621575453,0.03155279364,
33805838,-0.05933566978,0.139075348,
34005857,0.08243249338,0.1035683388,
34205877,0.118350187,-0.03499770985,
34405897,0.01440660946,-0.1299741508,
34605917,-0.1165845167,-0.08254449547,
34805936,-0.1366226467,0.05572980737,
35005956,-0.02468862116,0.14232728,
35205976,0.1087620778,0.08866992339,
35405996,0.1317775405,-0.05463813498,
35606015,0.02096280265,-0.1485095546,
35806035,-0.1150270952,-0.1025118764,
36006055,-0.1442874829,0.03557392957,
36206075,-0.04092480788,0.1276798186,
36406094,0.08612289499,0.08199094397,
36606114,0.1036613007,-0.04786635197,
36806134,-0.002202115293,-0.1195842657,
37006154,-0.1116685411,-0.05659820059,
37206173,-0.1047378089,0.07082690536,
37406193,0.01332568222,0.1266225025,
37606213,0.1240321768,0.05120258037,
37806233,0.1183499219,-0.0849989684,
38006252,0.0006794506536,-0.1529006493,
38206272,-0.1181706417,-0.09116647519,
38406292,-0.1269105133,0.04048277275,
38606312,-0.01962035595,0.111981628,
38806331,0.09307787358,0.05429066233,
39006351,0.09565877795,-0.07036447742,
39206371,-0.01064980621,-0.1302320827,
39406391,-0.1115905807,-0.06568056392,
39606410,-0.1001614849,0.05267249892,
39806430,0.01098659221,0.09623296974,
40006450,0.1018770647,0.01616331903,
40206470,0.07466828667,-0.1037944127,
40406489,-0.04301805383,-0.1398633044,
40606509,-0.1330568976,-0.05739877364,
40806529,-0.1080034391,0.0590417077,
41006549,0.003175720236,0.09244741992,
41206568,0.08264009786,0.01097910698,
41406588,0.04662396463,-0.09602418963,
41606608,-0.06557991574,-0.1150840982,
41806628,-0.1397025894,-0.02537495897,
42006647,-0.1005601543,0.08735243476,
42206667,0.01764496719,0.1145965284,
42406687,0.1041332191,0.0286581345,
42606707,0.07695964481,-0.08871987814,
42806726,-0.03423094595,-0.1250354173,
43006746,-0.1183810157,-0.0496236649,
43206766,-0.09307172016,0.05516073469,
43406786,0.007996202492,0.07896736763,
